도서명,저자명,출판사명,출간일,분야,정가,쪽수,월
바빌론 부자들의 돈 버는 지혜(만화로 보는),조지 S. 클래이슨,한빛비즈,20200914,경제/경영,16000,464,10
"파타고니아, 파도가 칠 때는 서핑을",이본 쉬나드,라이팅하우스,20200430,경제/경영,19800,424,10
구름빵(양장본 HardCover),백희나,한솔수북,20191205,유아(0~7세),13000,36,10
연년세세(양장본 HardCover),황정은,창비,20200918,소설,14500,188,10
팀장의 탄생,줄리 주오,더퀘스트,20200914,경제/경영,16800,344,10
원펀맨(One Punch Man). 22,ONE (원작),대원씨아이,20201027,만화,5000,232,10
미라클모닝,할 엘로드,한빛비즈,20160222,자기계발,12000,240,10
지쳤거나 좋아하는 게 없거나,글배우,강한별,20190904,시/에세이,13500,248,10
"하와와, 너에게 꽃을 주려고",박진성,미디어샘,20181105,시/에세이,11200,136,10
1cm 다이빙,태수,피카(FIKA),20200121,시/에세이,13500,248,10
극락왕생. 1,고사리박사,문학동네,20201014,만화,12000,292,10
공자의 말(양장본 HardCover),최종엽,읽고싶은책,20201016,인문,15000,280,10
한밤중 달빛 식당(난 책읽기가 좋아 2단계 65)(양장본 HardCover),이분희,비룡소,20180315,어린이(초등),9500,84,10
해리 포터와 마법사의 돌(미나리마 에디션)(양장본 HardCover),J. K. 롤링,문학수첩,20201020,소설,33000,368,10
자존감 수업,윤홍균,심플라이프,20160901,인문,14000,304,10
나를 사랑하는 연습,정영욱,부크럼,20200102,자기계발,14000,266,10
백년운동,정선근,아티잔,20191031,건강,19500,484,10
그 일이 일어난 방,존 볼턴,시사저널사,20200928,정치/사회,25000,760,10
빅체인지: 코로나19 이후 미래 시나리오(양장본 HardCover),최윤식,김영사,20200708,경제/경영,16800,290,10
역사의 쓸모,최태성,다산초당,20191122,인문,15000,296,10
지구에서 한아뿐,정세랑,난다,20190731,소설,13000,228,10
해커스 OPIc 오픽 Advanced 공략(2주 만에 끝내는)(개정판 2판),해커스 오픽연구소,해커스,20191202,외국어,15900,321,10
트렌드 코리아 2021,김난도,미래의창,20201013,경제/경영,18000,400,11
달러구트 꿈 백화점,이미예,팩토리나인,20200708,소설,13800,300,11
어떻게 말해줘야 할까,오은영,김영사,20201025,가정/육아,17500,400,11
나의 하루는 4시 30분에 시작된다,김유진,토네이도,20201020,자기계발,15000,256,11
돈의 속성(100쇄 기념 에디션),김승호,스노우폭스북스,20200615,경제/경영,16800,283,11
공정하다는 착각,마이클 샌델,와이즈베리,20201201,인문,18000,420,11
마음챙김의 시,류시화 (엮음),수오서재,20200917,시/에세이,13000,184,11
존리의 금융문맹 탈출,존 리,베가북스,20201012,경제/경영,16000,248,11
흔한남매. 6,흔한남매 (원작),아이세움,20201015,어린이(초등),12000,180,11
아몬드(양장본 HardCover),손원평,창비,20170331,소설,12000,263,11
일인칭 단수(양장본 HardCover),무라카미 하루키,문학동네,20201126,소설,14500,236,11
설민석의 한국사 대모험. 15,설민석,아이휴먼,20201026,어린이(초등),12000,204,11
주식투자 무작정 따라하기(2020)(개정판),윤재수,길벗,20200110,경제/경영,18000,420,11
세계미래보고서 2021(포스트 코로나 특별판),박영숙,비즈니스북스,20201022,경제/경영,17800,372,11
다산의 마지막 습관,조윤제,청림출판,20201116,자기계발,16000,340,11
추리소설가의 살인사건(양장본 HardCover),히가시노 게이고,소미미디어,20201028,소설,15800,288,11
보건교사 안은영(특별판)(양장본 HardCover),정세랑,민음사,20200911,소설,14000,296,11
그 환자,재스퍼 드윗,시월이일,20200812,소설,14000,280,11
매우 예민한 사람들을 위한 책,전홍진,글항아리,20200723,인문,18000,388,11
바이러스 X,김진명,이타북스,20201106,소설,15800,324,11
HEAT(히트),스윙스,필름(Feelm),20201130,시/에세이,15000,232,11
"안녕, 소중한 사람",정한경,북로망스,20200916,시/에세이,15000,336,11
그림의 힘(리커버 에디션),김선현,에이트포인트,20200715,자기계발,19800,336,11
진보는 어떻게 몰락하는가,진중권,천년의상상,20201109,정치/사회,17000,296,11
좋은 사람에게만 좋은 사람이면 돼,김재식,위즈덤하우스,20200901,시/에세이,14800,276,11
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),David Cho,해커스어학연구소,20200305,외국어,12900,566,11
이토록 공부가 재미있어지는 순간(10만 부 기념 스페셜 에디션),박성혁,다산북스,20200727,시/에세이,15000,348,11
부의 골든타임,박종훈,인플루엔셜,20201026,경제/경영,17000,308,11
폴리매스,와카스 아메드,안드로메디안,20200929,자기계발,18800,468,11
만남은 지겹고 이별은 지쳤다,색과 체,떠오름,20200623,시/에세이,13800,240,11
더 해빙(The Having)(40만부 기념 리커버 에디션)(양장본 HardCover),이서윤,수오서재,20200301,자기계발,16000,344,11
기분이 태도가 되지 않게,레몬심리,갤리온,20200630,자기계발,14000,196,11
총 균 쇠,재레드 다이아몬드,문학사상,20051219,역사/문화,28000,751,11
말장난,유병재,아르테(arte),20201028,시/에세이,16000,220,11
미스터 마켓 2021,이한영,페이지2북스,20201123,경제/경영,17000,356,11
아비투스,도리스 메르틴,다산초당,20200803,인문,18000,367,11
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),헤르만 헤세,더스토리,20171030,소설,12000,248,11
하버드 상위 1퍼센트의 비밀,정주영,한국경제신문,20181017,자기계발,16000,324,11
홀로서기 심리학,라라 E. 필딩,메이븐,20201109,인문,15000,288,11
괜찮지 않은데 괜찮은 척했다,글배우,강한별,20200723,시/에세이,13500,192,11
코스모스(보급판),칼 세이건,사이언스북스,20100120,과학,18500,719,11
인생은 소설이다,기욤 뮈소,밝은세상,20201124,소설,15000,312,11
규칙 없음,리드 헤이스팅스,알에이치코리아,20200908,경제/경영,25000,468,11
그렇게 말해줘서 고마워,김유진,피카(FIKA),20201015,시/에세이,14800,276,11
하버드 100년 전통 말하기 수업(10만 부 기념 리커버 에디션),류리나,리드리드출판,20201111,자기계발,15800,368,11
데일 카네기 인간관계론,데일 카네기,현대지성,20191007,자기계발,11500,352,11
상관없는 거 아닌가?,장기하,문학동네,20200911,시/에세이,14500,264,11
후츠파,인발 아리엘리,안드로메디안,20201111,경제/경영,17800,352,11
방구석 미술관,조원재,블랙피쉬,20200505,예술/대중문화,16800,344,11
자유론(리커버)(개정판)(책세상문고 고전의 세계),존 스튜어트 밀,책세상,20180330,인문,8900,288,11
죽은 자의 집 청소(양장본 HardCover),김완,김영사,20200530,시/에세이,13800,252,11
부의 인문학,브라운스톤,오픈마인드,20191004,경제/경영,15000,294,11
존리의 부자되기 습관(20만부 기념 리커버 에디션),존 리,지식노마드,20200115,경제/경영,15000,216,11
사피엔스,유발 하라리,김영사,20151124,인문,22000,636,11
초3보다 중요한 학년은 없습니다,해피이선생,사람in,20201028,가정/육아,15000,340,11
살고 싶다는 농담(양장본 HardCover),허지웅,웅진지식하우스,20200812,시/에세이,16000,276,11
지금 팔리는 것들의 비밀,최명화,리더스북,20201012,경제/경영,16000,244,11
월가의 영웅(전설로 떠나는)(개정판 2판)(양장본 HardCover),피터 린치,국일증권경제연구소,20170417,경제/경영,23000,488,11
광화문에서 읽다 거닐다 느끼다(개정증보판),광화문글판 문안선정위원회,교보문고,20201001,시/에세이,14000,304,11
멋진 신세계,올더스 헉슬리,소담출판사,20150612,소설,13800,400,11
부의 추월차선,엠제이 드마코,토트,20130820,경제/경영,15000,392,11
엑시트(Exit),송희창,지혜로,20201123,경제/경영,17000,352,11
말의 결(당당하게 말하지만 상처 주지 않는),이주리,밀리언서재,20201115,자기계발,15000,240,11
두 번째 산,데이비드 브룩스,부키,20200924,인문,22000,600,11
함께 걸어갈 사람이 생겼습니다,한비야,푸른숲,20201109,시/에세이,15000,328,11
2030 축의 전환,마우로 기옌,리더스북,20201016,경제/경영,18000,412,11
끌리는 말투에는 비밀이 있다(10만 부 기념한정판 리커버 에디션)(양장본 HardCover),장차오,미디어숲,20201110,자기계발,15800,240,11
우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽,허블,20190624,소설,14000,330,11
그럼에도 불구하고,공지영,위즈덤하우스,20201019,시/에세이,15000,328,11
걸어 다니는 어원 사전,마크 포사이스,윌북,20200907,인문,16800,388,11
비전공자를 위한 이해할 수 있는 IT 지식,최원영,티더블유아이지,20200714,컴퓨터/IT,16800,240,11
해커스 토익 RC 리딩(Reading)(개정판 8판),David Cho,해커스어학연구소,20200302,외국어,18800,800,11
현명한 투자자(개정판 4판),벤저민 그레이엄,국일증권경제연구소,20200526,경제/경영,23000,432,11
주식하는 마음,홍진채,유영,20201028,경제/경영,18000,324,11
1억 투자로 월 300만 원 평생 연금 받는 비법,부자사관학교 마스터반,이코노믹북스,20201107,경제/경영,18000,268,11
흔한남매의 흔한 호기심. 1,흔한남매 (원작),아이세움,20200903,어린이(초등),12000,164,11
습관의 디테일,BJ 포그,흐름출판,20201021,자기계발,16000,376,11
이기적 유전자(40주년 기념판),리처드 도킨스,을유문화사,20181020,과학,20000,632,11
하이큐!!. 44,Haruichi Furudate,대원씨아이,20201125,만화,5000,192,11
지적 대화를 위한 넓고 얕은 지식: 제로 편,채사장,웨일북(whalebooks),20191224,인문,19800,556,11
읽기만 하면 내 것이 되는 1페이지 미술 365,김영숙,비에이블,20200925,예술/대중문화,18500,392,11
재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),사경인,베가북스,20200110,경제/경영,19800,360,11
에그박사. 2(양장본 HardCover),에그박사 (원작),아이세움,20201112,어린이(초등),12000,152,11
설민석의 조선왕조실록,설민석,세계사,20160720,역사/문화,22000,504,11
Go Go 카카오프렌즈. 17: 러시아,김미영,아울북,20201125,어린이(초등),12000,176,11
심판(양장본 HardCover),베르나르 베르베르,열린책들,20200905,소설,12800,224,11
봉제인형 살인사건,다니엘 콜,북플라자,20171020,소설,15000,400,11
한국이 열광할 세계 트렌드(2021),KOTRA,알키,20201025,경제/경영,18000,420,11
팩트풀니스(양장본 HardCover),한스 로슬링,김영사,20190310,인문,19800,474,11
킹 세종 더 그레이트,조 메노스키,핏북,20201009,소설,14000,365,11
부자 아빠 가난한 아빠. 1(20주년 특별 기념판)(개정증보판),로버트 기요사키,민음인,20180222,경제/경영,15800,448,11
"시선으로부터,",정세랑,문학동네,20200605,소설,14000,340,11
김미경의 리부트,김미경,웅진지식하우스,20200701,자기계발,16000,276,11
꽃을 보듯 너를 본다(J.H CLASSIC 2)(양장본 HardCover),나태주,지혜,20201130,시/에세이,10000,184,11
포스트 코로나 2021년 경제전망,김광석,지식노마드,20201029,경제/경영,16000,296,11
나는 나로 살기로 했다,김수현,마음의숲,20200316,시/에세이,13800,288,11
외로워도 외롭지 않다,정호승,비채,20201105,시/에세이,17800,594,11
7대 이슈로 보는 돈의 역사. 2,홍춘욱,로크미디어,20201104,경제/경영,17800,364,11
"솔직하게, 상처 주지 않게",전미경,지와인,20201101,인문,14800,256,11
정의란 무엇인가(마이클 샌델),마이클 샌델,와이즈베리,20141120,인문,15000,443,11
나미야 잡화점의 기적(땡큐 에디션)(양장본 HardCover),히가시노 게이고,현대문학,20201219,소설,14800,456,11
어른의 어휘력,유선경,앤의서재,20200815,인문,16500,344,11
지리의 힘,팀 마샬,사이,20160810,정치/사회,17000,368,11
좀비고등학교 코믹스. 21,유대영,겜툰,20201028,어린이(초등),9800,160,11
부지런한 사랑(양장본 HardCover),이슬아,문학동네,20201021,시/에세이,16000,284,11
부의 대이동,오건영,페이지2북스,20200723,경제/경영,17000,356,11
급식왕 GO. 1(양장본 HardCover),급식왕 (원작),아울북,20201111,어린이(초등),12000,160,11
해커스 토익 LC 리스닝(Listening)(개정판 8판),David Cho,해커스어학연구소,20200318,외국어,18800,626,11
성숙한 어른이 갖춰야 할 좋은 심리 습관,류쉬안,다연,20200511,자기계발,15000,280,11
당신이 옳다(40만 부 기념 '한 사람' 리커버),정혜신,해냄출판사,20181010,인문,15800,316,11
초격차: 리더의 질문(양장본 HardCover),권오현,쌤앤파커스,20200910,경제/경영,18000,296,11
주린이도 술술 읽는 친절한 주식책,최정희,메이트북스,20200901,경제/경영,15000,308,11
방구석 미술관. 2: 한국,조원재,블랙피쉬,20201118,예술/대중문화,18500,424,11
알사탕(그림책이 참 좋아 39)(양장본 HardCover),백희나,책읽는곰,20170325,유아(0~7세),12000,48,11
노자가 옳았다(양장본 HardCover),김용옥,통나무,20201009,인문,27000,504,11
타이탄의 도구들(리커버 에디션),팀 페리스,토네이도,20200309,자기계발,15000,367,11
오리진,루이스 다트넬,흐름출판,20200920,과학,20000,392,11
애쓰지 않고 편안하게(스노우볼 에디션),김수현,놀,20200514,시/에세이,15000,296,11
비밀의 보석 가게 마석관. 1,히로시마 레이코,길벗스쿨,20201105,어린이(초등),12000,168,11
고양이 지기의 행복한 비밀상담소,스테판 가르니에,미래타임즈,20201027,어린이(초등),11500,208,11
귀멸의 칼날. 21,고토게 코요하루,학산문화사,20201126,만화,5000,192,11
철학의 숲,브렌던 오도너휴,포레스트북스,20200826,인문,16000,316,11
지적 대화를 위한 넓고 얕은 지식. 1,채사장,웨일북(whalebooks),20200205,인문,16000,388,11
"요한, 씨돌, 용현",SBS 스페셜 제작팀,가나출판사,20200120,시/에세이,15500,272,11
